Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,NY,2020,12,Male,17.0,Right-Handed,190.5,29,198,1,Car,18,.337,63,Hockey (Ice),550,750,500,500,500,1000,31,Left foot,76.2,76.8,Ring finger,April,Fall,No,No,Meat,Water,History,6,11,4,Yes - broadband connection,,150,200,5,1,12,4,4,12,30,2,24,1,12.0,4,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Sports person,"Arts, culture, sports"
USA,NY,2015,6,Female,11.0,Right-Handed,147,22,147,1,Bus,45,0.605,87,Hockey (Ice),1000,513,818,824,0,0,22,Same length,7,5,Index finger,July,Fall,Yes,No,Rice/Noodle dishes,Tea,Mathematics and statistics,9,7,3,No internet connection,Text messaging,0,0,16,2,1,18,3,1,2,1,1,2,0.0,2,Some,Less than high school,Country,Telepathy,Healthy,Relative,Environment
USA,NY,2013,12,Female,16.0,Right-Handed,159,24,159,1,Bus,25,.338,33,Running/Jogging,824,722,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2014,9,Female,15.0,Left-Handed,168,25,164,2,Skateboard/Scooter/Rollerblade,25,.411,38,Skateboarding/Rollerblading,856,840,150,59,10,43,26,Left foot,90,95,Ring finger,October,Summer,No,Yes,Fruit,Tea,Art,9.5,10,5,No internet connection,In person,0,,,,,,,,,,,,,,,,,,,,
USA,NY,2019,12,Female,16.0,Right-Handed,165.1,20.5,182.8,1,Bus,75,0.341,41,Other,1000,1000,1000,1000,225,225,26,Left foot,110,88.9,Ring finger,May,Summer,Yes,No,Poultry,Water,Mathematics and statistics,5,8,4,No internet connection,Text messaging,7,9,5,100,0,6,2,5,20,6,8,2,0.0,4,Very little,,Rap/Hip hop,Telepathy,Rich,Relative,Health
USA,NY,2016,12,Female,17.0,Right-Handed,168,23,162,1,Car,9,.463,52,Hockey (Field),765,865,650,900,610,630,22,Right foot,95,100,Ring finger,June,Summer,No,No,Desserts,Water,Art,7,9,2,Yes - other,In person,50,60,10,1,15,14,17,0,8,30,5,2,12.0,5,A lot,Undergraduate degree,Rap/Hip hop,Fly,Healthy,Other,Environment
USA,NY,2022,12,Female,17.0,Right-Handed,167,24,170,1,Rail (Train/Tram/Subway),45,.4 ,28,,642,642,642,652,166,658,22,Right foot,8,8,Same length,February,Summer,No,No,Seafood,Water,Science,6,8,2,Yes - other,Internet chat or instant messaging,30,25,8,5,5,5,0,0,3,5,3,6,0.0,2,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Relative,Education/Youth development
USA,NY,2017,6,Female,11.0,Right-Handed,159,22,141,1,Bus,30,403,46,Cycling,1000,999,900,889,20,200,20,Right foot,8,8,Same length,October,Summer,No,No,Meat,Water,Social studies,11,9,2,Yes - other,Text messaging,19,42,15,,,,,,,,,,,,,,,,,,
USA,NY,2022,10,Male,15.0,Right-Handed,170,idk,idk,2,Rail (Train/Tram/Subway),70,.308,46,Martial Arts,50,60,60,90,30,80,idk,Same length,idk,idk,Same length,October,Fall,No,,Desserts,Water,Mathematics and statistics,6,8,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",a lot,a lot,1,1,7,1,7,7,7,7,7,7,0.0,7,A lot,Other,Other,Fly,Happy,Other,Environment
USA,NY,2018,12,Male,17.0,Right-Handed,180,27,173,2,Car,8,0.36,27,Rowing,700,400,500,750,800,950,27,Same length,73,79,Ring finger,May,Winter,No,No,Meat,Water,History,7,8,4,Yes - broadband connection,Text messaging,18,31,3,1,2,14,18,20,5,3,10,3,0.0,0,Some,Graduate degree,Rhythm and blues (R&B),Telepathy,Famous,Relative,Health
