Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,TX,2016,"5         ",Female,11,Ambidextrous,142,21,130,1,Car,10,0.6,59,Basketball,95,60,40,40,10,80,21,"Same length",60,70,"Ring finger",July,Summer,Yes,No,Fruit,Tea,"Social studies",6,7,5,"Yes - other","Text messaging",30,32,30,1,2,3,10,0,1,4,2,10,0,0,Some,"Graduate degree",Classical,Telepathy,Healthy,Relative,"Education/Youth development"
USA,TX,2014,"4         ",Male,9,Right-Handed,134,24,123,2,Car,15,,,Other,98,100,45,900,525,752,22,"Right foot",90,70,"Index finger",August,Winter,No,No,Salads,Water,"Mathematics and statistics",9,10,6,"Yes - broadband connection","In person",0,0,0,0,5,1,1,3,1,0,1,2,0,0.02,"Very little","Graduate degree",Classical,Invisibility,Famous,Relative,Environment
USA,TX,2014,"12        ",Female,18,Right-Handed,170,26,,1,Car,23,.63,50,Athletics,200,300,400,500,100,150,27,"Left foot",102,113,"Ring finger",November,Fall,Yes,No,Breads/Sandwiches,Water,Art,7,8,3,"Yes - broadband connection","In person",40,40,1,2,4,5,10,0,0,2,3,0,0,0,Some,"Graduate degree",Other,Fly,Healthy,Other,Religious
USA,TX,2019,"12        ",Male,17,Right-Handed,166,27,154,1,Bus,35,.304,42,Walking/Hiking,800,900,1000,700,300,500,28,"Right foot",90,100,"Ring finger",March,Spring,Yes,No,Desserts,Tea,Music,5,10,6,"Yes - other","Internet chat or instant messaging",687,845,2,7,12,17,20,42,4,6,25,16,0,14,"A lot",Other,"Punk rock","Super strength",Happy,Friend,"Wildlife, animals"
USA,TX,2016,"12        ",Female,17,Right-Handed,162.6,22,156,1,Car,10,0,0,Other,0,0,50,50,20,1000,22,"Same length",60,65,"Ring finger",February,Winter,No,No,Pizza/Pasta,Water,"Mathematics and statistics",6,10,4,"Yes - broadband connection","Text messaging",45,45,48,4,8,24,12,0,24,24,72,4,29,4,Some,"Graduate degree",Country,Fly,Happy,Other,Religious
USA,TX,2015,"5         ",Female,10,Right-Handed,148,21,156,1,Car,4,0.445,61,Gymnastics,1000,1000,1000,1000,1000,1000,21,"Same length",5,6,"Ring finger",July,Summer,Yes,No,Meat,Water,Other,8,2,4,"Yes - other","Cell phone",0,0,4,1,1,3,3,2,2,2,1,2,2,0,None,"Undergraduate degree",Other,Invisibility,Happy,Teacher,Health
USA,TX,2024,"12        ",Female,18,Right-Handed,5'6,22.5,14.22,2,Car,"15 ",1.556,50,None,513,449,460,439,0,476,22.5,"Same length",5,6,"Ring finger",August,Fall,No,No,Desserts,"Powdered drink",English,6,12,5,"Yes - other","In person",2,6,1,2,0,3,0,4,1,0,2,0,6,2,"A lot","Graduate degree",Reggae,Telepathy,Rich,"Doctor or nurse",Health
USA,TX,2021,"6         ",Male,12,Right-Handed,167.6,26.67,162.5,2,Bus,9,0.374,49,Soccer,1000,900,100,1000,0,900,28,"Left foot",6,7,"Ring finger",September,Winter,No,No,Meat,Water,"Mathematics and statistics",8,10,6,"Yes - other","In person",0,0,8,0,6,4,8,7,9,0,8,2,0,6,"Very little","Graduate degree",Other,"Freeze time",Happy,Relative,"Education/Youth development"
USA,TX,2018,"12        ",Male,16,Right-Handed,175,29.21,195,1,Car,15,0.349,29,"Football (American)",500,750,800,800,200,500,28.98,"Right foot",76.2,82.55,"Ring finger",November,Winter,No,No,Meat,Tea,"Physical education",7,9,9,"Yes - broadband connection","In person",10,9,14,0,4,12,15,5,10,1,10,1,0,7,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,Religious
USA,TX,2016,"6         ",Male,12,Right-Handed,147,,,1.5,Bus,25,,,Baseball/Softball,700,600,900,700,300,500,,"Same length",,,"Ring finger",August,Summer,No,No,Meat,Water,Science,9,8,5,"Yes - broadband connection","In person","0 ",,,,,,,,,,,,,,,,,,,,
USA,TX,2013,"12        ",Female,17,Right-Handed,160,23,167,2,Car,8,.359,36,Dancing,56,100,23,230,89,500,23,"Right foot",161,160,"Ring finger",June,Fall,Yes,No,Poultry,Juice,History,7,10,4,"Yes - other","Text messaging",20,32,10,15,10,15,0,0,10,100,20,35,0,9,"Very little","Graduate degree","Rap/Hip hop",Invisibility,Healthy,Relative,"International aid"
USA,TX,2019,"8         ",Male,13,Right-Handed,159,22,158,2,Walk,5,.253,43,Soccer,1000,1000,1000,1000,1000,1000,22,"Same length",8,6.5,"Index finger",May,Summer,Yes,No,Meat,Water,"Physical education",11,8,4,"Yes - other","Cell phone",9,7,.0001,.0001,4,2,3,.0001,.5,.1,.8,2.5,0,0,Some,"Graduate degree",Other,"Freeze time",Rich,Other,Religious
USA,TX,2015,"5         ",Male,11,Left-Handed,143,12,147,2,Walk,8,0.482,66,Soccer,,,,1000,,,12,"Same length",8,8,"Same length",September,,No,No,Other,"Soft drink (caffeinated)","Mathematics and statistics",8,11,5,"Yes - other","In person",0,0,,,,,,,,,,,4,,None,"Undergraduate degree",Country,"Freeze time",Healthy,Other,Health
USA,TX,2018,"12        ",Male,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2016,"12        ",Male,16,Right-Handed,175,26,171,3,Car,90,.677,44,Soccer,500,400,250,600,700,950,24,"Right foot",75,70,"Index finger",October,Spring,No,No,Poultry,Tea,History,7,7,6,"Yes - broadband connection","Text messaging",40,50,8,2,12,6,7,3,1,5,6,1,0,3,Some,"Graduate degree",Other,Telepathy,Happy,"Religious figure",Religious
USA,TX,2015,"5         ",Female,11,Right-Handed,158,22,157,1,Bus,15,617,58,Swimming,1000,1000,1000,998,2,2,22,"Same length",70,60,"Index finger",February,Winter,Yes,No,Soups,Milk,Science,9,11,6,"Yes - broadband connection","In person",5,8,48,0,0,5,5,2,1,0,3,4,0,6,Some,"Graduate degree",Country,Telepathy,Healthy,"Musician or singer","Arts, culture, sports"
USA,TX,2018,"12        ",Male,17,Right-Handed,188,29,,1,Car,"10 ",0.799,56,Basketball,90,85,100,50,50,100,27,"Right foot",,,,,,,,,,,,,4,"Yes - other","Internet chat or instant messaging",200,200,100,48,30,20,"120 ",28,168,168,120,120,0,0,"A lot","Some college","Rap/Hip hop",Fly,Rich,"Sports person","Arts, culture, sports"
USA,TX,2014,"12        ",Female,17,Right-Handed,78.74,23,160,1,Bus,45,0.33,42,None,800,990,1000,1000,600,1000,23,"Same length",70,75,"Ring finger",July,Winter,Yes,No,"Rice/Noodle dishes",Water,English,7,6,5,"Yes - other","Text messaging",95,101,5,0,3,2,0,0,1,6,0,1,0,2,Some,"Some college","Punk rock","Super strength",Happy,Relative,Health
USA,TX,2021,"12        ",Male,15,Right-Handed,179,28,185,1,Car,7,0.6,33,Other,800,600,600,800,1000,1000,28,"Same length",80,90,"Ring finger",May,Summer,Yes,No,Seafood,Water,"Mathematics and statistics",9,11,6,"Yes - broadband connection","Internet chat or instant messaging",6,7,40,30,20,5,0,14,0,3,50,10,0,2,Some,"Graduate degree",Pop,"Freeze time",Happy,Teacher,"Education/Youth development"
USA,TX,2024,"12        ",Male,19,Ambidextrous,169,23,157,1,Bus,20,0.279,43,Basketball,1000,500,1000,500,200,500,23,"Same length","7 1/2",8,"Ring finger",November,Fall,No,No,Meat,Water,History,6,10,3,"Yes - other","Internet chat or instant messaging",0,0,8,1,0,4,9,9,3,0,9,9,4,4,None,"Some college","Rap/Hip hop","Super strength",Happy,"Sports person","Education/Youth development"
USA,TX,2019,"12        ",Male,17,Right-Handed,165.1,27.30,68.58,3,Car,15,0.514,26,Running/Jogging,800,600,200,500,10000,10000,22.86,"Left foot",8.89,8.128,"Index finger",April,Spring,No,No,Poultry,Tea,"Computers and technology",7,6,3,"Yes - broadband connection",,,,,,7,9,6,35,,,45,,,5,Some,"Graduate degree",Other,"Freeze time",Happy,Relative,"International aid"
USA,TX,2024,"12        ",Female,17,Right-Handed,162,24.1,160,1,Car,5,1.342,49,Baseball/Softball,492,492,588,492,492,497,24.1,"Same length",68.58,66.04,"Index finger",January,Fall,No,No,"No favorite",Water,"Mathematics and statistics",6,10,5,"Yes - other","Text messaging",85,95,4,2,2,4,3,1,2,5,1,1,0,5,Some,"Some college","Rhythm and blues (R&B)",Fly,Happy,"Coach or club leader","International aid"
USA,TX,2017,"11        ",Male,15,Right-Handed,180,25,174,2,Car,15,.545,42,"Football (American)",750,750,750,650,500,550,24,"Right foot",65,70,"Ring finger",December,Winter,Yes,No,Seafood,Tea,History,8,7,4,"Yes - other","Text messaging",5,0,5,1,10,20,2,2,1,1,5,1,0,15,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,Politician,"Education/Youth development"
USA,TX,2019,"12        ",Female,20,Right-Handed,167.6,25.4,154.9,1,Car,35,0.432,43,Dancing,663,663,1000,1000,535,775,24.8,"Right foot",88.9,88.9,"Same length",February,Fall,Yes,No,Pizza/Pasta,Water,"Social studies",6,5,3,"Yes - broadband connection","Text messaging",17,50,6,8,10,5,12,1,7,9,8,3,18,2,Some,"Graduate degree",Other,Invisibility,Happy,Teacher,"Education/Youth development"
USA,TX,2023,"12        ",Male,17,Right-Handed,180,28,187,2,Car,15,0.352,37,Other,695,278,390,790,337,189,28,"Same length",96,99,"Ring finger",January,Fall,No,No,Poultry,Water,"Social studies",5,10,5,"Yes - broadband connection","In person",104,274,12,2,19,9,15,35,20,20,104,14,40,9,Some,"Graduate degree","Rhythm and blues (R&B)",Fly,Healthy,Relative,"International aid"
USA,TX,2016,"12        ",Male,18,Right-Handed,182.8,26.03,182.8,1,Car,20,.713,72,Lacrosse,500,500,500,600,600,1000,26.03,"Same length",80,80,"Same length",June,Summer,No,No,Meat,Water,"Physical education",5,7,4,"Yes - broadband connection","Text messaging",40,75,4,1,1,6,12,2,4,3,5,3,3,3,Some,"Undergraduate degree","Rap/Hip hop","Freeze time",Happy,"Sports person","International aid"
USA,TX,2021,"11        ",Male,17,Left-Handed,173,25,196,2,Other,25,0.300,34,Other,1000,1000,900,800,800,1000,25,"Same length",95,110,"Ring finger",May,Fall,Yes,No,"Rice/Noodle dishes",Water,History,8,12,4,"Yes - broadband connection","In person",100,170,6,1,6,0,2,4,17,5,20,0,27,0,Some,"Undergraduate degree","Rap/Hip hop",Telepathy,Healthy,Friend,"Education/Youth development"
USA,TX,2021,"12        ",Male,17,Right-Handed,180,28,169,1,Car,5,0.44,39,Basketball,500,650,550,400,350,600,28,"Same length",80,70,"Index finger",November,Fall,Yes,No,Pizza/Pasta,Water,Science,7,7,5,"Yes - broadband connection","Internet chat or instant messaging",0,1,0,2,4,10,0,20,10,2,25,30,0,1,Some,"Graduate degree","Rock and roll","Freeze time",Happy,Relative,"International aid"
USA,TX,2019,"12        ",Female,17,Right-Handed,5'1,20,35,2,Car,5,0.501,"54 ",Baseball/Softball,326,535,845,481,888,1000,35,"Left foot",35,35,"Ring finger",March,Fall,No,No,Desserts,Water,Other,8,10,7,"Yes - broadband connection","Text messaging",50,50,8,2,1,8,0,0,14,14,14,3,0,3,Some,"Graduate degree",Country,Invisibility,Rich,Relative,Health
USA,TX,2015,"12        ",Male,17,Left-Handed,5,10.5,2,1,Car,15,0.120,"35   ",Basketball,1000,500,600,800,200,900,,"Same length",,,"Ring finger",December,Winter,No,No,Meat,Water,Science,5,8,5,"Yes - broadband connection","Text messaging",500,500,6,4,2,3,3,.30,2,4,4,.10,8,1,Some,"Graduate degree","Rap/Hip hop","Super strength",Happy,"Musician or singer",Environment
USA,TX,2024,"12        ",Male,17,Ambidextrous,170,26,187,2,Car,6,.399,39,Other,750,500,800,1000,250,1000,24,"Right foot",27,30,"Ring finger",May,Winter,No,No,Seafood,"Powdered drink","Mathematics and statistics",7,9,4,"Yes - other","Cell phone",30,26,50,45,10,30,15,0,40,35,80,5,25,10,Some,"Some college","Rap/Hip hop","Super strength",Rich,Other,Health
USA,TX,2021,"12        ",Male,17,Right-Handed,178,27,183,1,Car,3,.636,47,"Table Tennis",900,900,1000,1000,600,700,26,"Right foot",69,73,"Ring finger",September,Winter,No,No,Meat,Water,History,6,8,3,"Yes - broadband connection","Text messaging",50,100,10,1,0,10,3,20,25,5,50,2,26,5,None,"Graduate degree","Heavy metal",Invisibility,Rich,Relative,Health
USA,TX,2019,"12        ",Female,17,Right-Handed,170,"23 cm",162,1,Car,15,0.341,42,Cycling,503,754,765,257,503,"1,000",23,"Same length",75,85,"Ring finger",January,Summer,No,No,Pizza/Pasta,Juice,English,10-11,5-6,4,"Yes - dial-up connection",Other,70,83,4,5,5,3,2,2,4,2,8,8,20,2,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,"Musician or singer",Health
USA,TX,2014,"12        ",Female,17,Right-Handed,153.5,22,154,2,Car,5,7,57,Running/Jogging,0,1000,631,882,701,1000,22.5,"Left foot",80,85,"Ring finger",February,Winter,No,No,Pizza/Pasta,Tea,Science,5,7,5,"Yes - other","In person",50,200,12,6,2,25,0,0,1,0,0,3,2,4,"A lot","Some college",Country,Fly,Rich,Relative,Health
USA,TX,2014,"12        ",Male,17,Right-Handed,184,27,182,2,Bus,15,0.01,60,Skateboarding/Rollerblading,995,909,850,1000,299,497,23,"Left foot",7,8,"Ring finger",June,Winter,No,No,Meat,Water,"Computers and technology",10,11,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",2,4,8,0,0,0,1,1,1,0,3,0,0,0,"Very little","Graduate degree","Rock and roll",Fly,Happy,"Sports person",Environment
USA,TX,2018,"12        ",Male,18,Right-Handed,167.6,24.13,164,2,Car,30,0.574,53,Other,1000,1000,1000,1000,1000,1000,24.13,"Same length",70,70,"Same length",December,Winter,No,No,Pizza/Pasta,Other,Art,6.5,6,8,"Yes - other","Myspace, Facebook, other social networking sites, or blog",9,8,5,2,3,5,3,5,7,2,3,2,3,2,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,"Musician or singer","Arts, culture, sports"
USA,TX,2016,"12        ",Male,17,Right-Handed,188,26,156,1,Car,40,.387,67,Tennis,750,500,450,1000,100,250,26,"Same length",80,75,"Index finger",October,Summer,No,No,Seafood,Water,Science,7,9,6,"Yes - broadband connection","Text messaging",50,40,8,1,15,6,20,2,3,2,45,1,11,2,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,Relative,"International aid"
USA,TX,2023,"12        ",Male,17,Right-Handed,170,23,176.8,1,Car,10,.338,45,"Martial Arts",400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2014,"12        ",Female,17,Right-Handed,176,23,131,2,Bus,20,0.357,40,"Table Tennis",476,465,503,444,251,182,24,"Left foot",80,75,"Index finger",July,Winter,Yes,No,"Rice/Noodle dishes","Soft drink (caffeinated)","Mathematics and statistics",8,10,3,"Yes - dial-up connection","Text messaging",126,134,45,1,40,18,7,0,1,10,1,0,0,1,None,Other,Pop,"Freeze time",Happy,Actor,"Arts, culture, sports"
USA,TX,2014,"12        ",Female,17,Right-Handed,62,49,60,2,Car,16,.5,69,Athletics,800,100,500,600,600,900,50,"Same length",10,20,"Same length",November,Winter,No,No,Pizza/Pasta,Water,Other,,5,4,"Yes - other","Cell phone",300,300,30,5,3,0,44,0,10,24,5,5,14,8,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,"Doctor or nurse",Health
USA,TX,2024,"12        ",Female,17,Right-Handed,172,25,n/a,1,Car,25,0.297,55,Other,663,561,561,481,476,701,23,"Right foot",80,80,"Same length",November,Summer,No,No,Pizza/Pasta,Tea,Science,6,8-10,3,,"In person",20,20,12-24,4-6,0,48,6,0,72,12,72,4,8,3-4,"Very little","Undergraduate degree",Pop,Fly,Happy,"Sports person","Wildlife, animals"
USA,TX,2019,"12        ",Male,17,Right-Handed,193,27,183,1,Car,5,0.33,32,Basketball,850,900,490,500,300,250,27,"Same length",105,101,"Index finger",December,Winter,No,No,Meat,Water,"Social studies",5,9,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",14,30,5,1,13,10,7,4,8,2,3,2,0,1,Some,"Graduate degree",Other,Telepathy,Happy,"Sports person",Religious
USA,TX,2023,"12        ",Male,17,Right-Handed,180.3,26.67,180.3,1,Car,10,.73,54,"Football (American)",850,750,600,500,480,600,26.3,"Right foot",,,"Index finger",December,Fall,Yes,No,Seafood,Water,History,6,8,3,"Yes - broadband connection","Cell phone",35,30,3,4,7,12,2,17,10,1,2,6,0,1,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,Relative,Environment
USA,TX,2018,"12        ",Male,17,Left-Handed,180,27,75,2,Car,15,.466,39,Other,1000,900,1000,1000,950,1000,27,"Same length",75,80,"Ring finger",April,Spring,Yes,No,Other,"Soft drink (non-caffeinated)",Other,6,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",13,24,27,5,4,25,0,25,30,40,60,30,27,20,Some,"Graduate degree",Pop,"Freeze time",Happy,"Musician or singer",Other
USA,TX,2023,"12        ",Female,17,Right-Handed,170,24,,1,Car,5,.76,70,Dancing,,,,,,,24,"Same length",,,"Ring finger",September,Fall,Yes,No,"No favorite",Water,"Mathematics and statistics",6,13,4,"Yes - broadband connection","In person",15,20,,,,,,,,,,,,,"A lot","Graduate degree",,"Freeze time",Rich,,"Wildlife, animals"
USA,TX,2019,"10        ",Male,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2021,"12        ",Female,17,Ambidextrous,169,24,169,1,Car,7,0.762,44,Soccer,100,100,100,200,500,550,24,"Same length",70,75,"Index finger",March,Fall,Yes,No,Other,Water,"Social studies",6,9,6,"Yes - broadband connection","Text messaging",10,10,1,4,8,5,0,0,20,10,15,8,30,5,"A lot","Graduate degree",Other,Fly,Rich,Friend,Health
USA,TX,2017,"12        ",Female,17,Right-Handed,165,24,165,1,Car,15,.645,60,Athletics,1,4,6,5,2,3,24,"Same length",70,80,"Ring finger",January,Summer,No,No,"Rice/Noodle dishes",Water,Science,8,7,5,"Yes - broadband connection","Text messaging",5,6,12,1,6,3,5,0,7,3,13,6,16,4,Some,"Graduate degree","Rock and roll",Telepathy,Happy,Relative,Health
USA,TX,2023,"12        ",Female,17,Right-Handed,180,28,67,4,Car,10,0.309,35,Other,775,86,529,209,893,882,28,"Same length",7,8,"Ring finger",July,Winter,Yes,No,Breads/Sandwiches,Water,Music,7,4,3,"Yes - broadband connection","Internet chat or instant messaging",360,420,6,3,10,7,2,9,0,20,4,6,0,5,"A lot","Graduate degree","Rock and roll",Telepathy,Rich,Teacher,Health
USA,TX,2021,"11        ",Female,17,Right-Handed,6,6,50,2,Car,15,33,72,Dancing,0,100,100,100,0,100,7,"Same length",5,5,"Same length",December,Summer,No,No,Other,Water,Other,7,8,2,"Yes - other","Text messaging",5,5,7,10,3,2,2,0,0,7,0,7,5,2,"Very little","Less than high school",Classical,,Happy,"Doctor or nurse",Health
USA,TX,2021,"12        ",Female,17,Right-Handed,162.5,23.5,152,1,Car,7,1.108,60,Running/Jogging,50,40,100,30,20,60,23.4,"Right foot",60,65,"Ring finger",April,Summer,No,No,Pizza/Pasta,Water,"Physical education",6,8,6,"Yes - other","Text messaging",10,17,30,2,3,5,8,0,10,0,10,2,20,1,Some,"Graduate degree",Country,Telepathy,Happy,Other,Health
USA,TX,2017,"12        ",Female,17,Right-Handed,150,23,141,1,Car,12,.415,45,Tennis,800,970,1000,770,100,100,23,"Same length",66,68,"Ring finger",January,Fall,No,No,Fruit,Water,Art,7,8,5,"Yes - broadband connection","Text messaging",50,70,10,0,15,18,5,0,1,5,5,9,0,7,"A lot","Graduate degree",Gospel,Telepathy,Happy,Teacher,Religious
USA,TX,2024,"10        ",Female,14,Right-Handed,149,26,138,2,Car,8,0.7,42,Walking/Hiking,400,300,600,700,500,700,26,"Same length",70,71,"Ring finger",December,Winter,No,No,Fruit,Milk,History,8,9,4,"No internet connection","In person",15,13,24,3,0,25,2,15,12,2,10,1,0,5,Some,"Some college",Pop,"Freeze time",Rich,"Community leader or elder",Health
USA,TX,2019,"10        ",Female,14,Right-Handed,149.9,22,160,1,Car,30,0.859,59,Baseball/Softball,499,752,500,500,500,499,22,"Same length",60,55,"Ring finger",October,Winter,Yes,No,"No favorite",Tea,Science,6,12,7,"Yes - other","Text messaging","a lot","a lot",8,2,0,1,0,1,2,1,1,1,0,1,"A lot","High school",Other,Fly,Healthy,Teacher,Health
USA,TX,2019,"8         ",Male,13,Left-Handed,180,37,235,2,Bus,90,.29,16,Bowling,481,900,800,599,251,1000,39,"Left foot",100,120,"Ring finger",November,Winter,Yes,Yes,Meat,Water,"Physical education",14,18,2,"No internet connection",Other,970,1685,9,23,15,25,17,16,28,19,15,15,14,18,None,"Some college","Rap/Hip hop",Telepathy,Happy,Other,Health
USA,TX,2013,"12        ",Female,17,Right-Handed,67,10,64,2,Car,20,.732,.41,Dancing,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2013,"12        ",Female,18,Right-Handed,160,22.5,150,2,Car,8,.297,46,Dancing,610,652,1000,807,545,299,22.5,"Same length",,,,February,Fall,No,No,Pizza/Pasta,"Sports drink",English,6,8,3,"Yes - other","Text messaging",25,40,12,2,3,12,0,0,20,30,0,4,30,6,"A lot","Graduate degree",Other,Telepathy,Happy,Relative,Health
USA,TX,2016,"5         ",Female,11,Left-Handed,150,22,142,1,Car,20,0.713,46,Dancing,600,500,700,500,300,800,23,"Left foot",80,60,"Index finger",November,Fall,Yes,No,Salads,Water,"Social studies",7,10,5,"Yes - broadband connection","In person",20,28,3,1,1,2,3,1,0,1,1,1,0,1,Some,"Graduate degree",Pop,Fly,Happy,"Musician or singer","Wildlife, animals"
USA,TX,2024,"12        ",Male,17,Ambidextrous,167.6,"26.2 ",147.3,1,Car,15,0.204,32,"Martial Arts",1000,750,1000,1000,585,790,26.2,"Same length",87,85,"Index finger",August,Winter,Yes,No,Other,Water,Other,6.5,8-9,5,"Yes - other","In person",20,15,5,.5,0,40,10,20,10,5,10,40,37,5,Some,"High school","Rhythm and blues (R&B)","Freeze time",Rich,"Sports person",Other
USA,TX,2014,"4         ",Male,9.75,Right-Handed,140,20,120,2,Car,30,,,"Martial Arts",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2016,"12        ",Male,17,Right-Handed,168,9,160,1,Car,30,.696,70,Baseball/Softball,,,,,,,9,"Same length",70,70,"Same length",July,Winter,Yes,No,Fruit,Water,History,8,10,4,"Yes - broadband connection","Text messaging",20,15,0,1,7,5,7,2,3,.5,1,2,0,.5,Some,"Some college","Rap/Hip hop",Invisibility,Happy,Relative,Health
USA,TX,2015,"12        ",Female,17,Ambidextrous,64,12,36,2,Car,17,.413,38,Other,500,500,600,700,400,400,12,"Same length",20,30,"Index finger",May,Fall,Yes,No,Other,Water,"Mathematics and statistics",6,9,5,"Yes - other","Cell phone",30,30,40,60,0,15,40,0,30,15,5,15,40,15,"A lot","Graduate degree","Rock and roll",Telepathy,Happy,"Religious figure",Environment
USA,TX,2014,"4         ",Female,9,Left-Handed,138,22,133,2,Car,33,,,Dancing,750,900,950,1000,200,500,20,"Right foot",80,70,"Index finger",July,Summer,No,Yes,"Rice/Noodle dishes",Milk,Art,9,13,4,"Yes - other","In person",0,0,5,1,5,7,2,1,0,0,1,1,0,1,Some,"Graduate degree",Classical,Fly,Happy,Other,"Arts, culture, sports"
USA,TX,2021,"11        ",Female,"16 ",Right-Handed,164,24,164,1,Car,"10 ","1.21 ",36,Other,1000,503,1000,1000,540,663,23,"Right foot",80,90,"Ring finger",February,Winter,Yes,No,Other,Water,"Physical education",6,10,6,"Yes - other","Text messaging",600,300,4,10,1,1,9,0,6,24,8,4,40,2,Some,"High school","Rap/Hip hop","Freeze time",Rich,"Musician or singer","Wildlife, animals"
USA,TX,2012,"8         ",Female,13,Right-Handed,160,22,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2015,"12        ",Female,17,Left-Handed,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A lot","High school",Country,Invisibility,Happy,"Religious figure",Religious
USA,TX,2012,"12        ",Female,17,Left-Handed,161,24,160,1,Bus,30,.359,42,Other,500,800,600,700,1000,1000,26,"Left foot",7.1,7.5,"Ring finger",January,Spring,No,No,Meat,"Soft drink (caffeinated)","Mathematics and statistics",7,12,3,"Yes - broadband connection","Text messaging",327,320,32,5,10,3,2,2,38,6,39,38,0,5,"A lot","Graduate degree",Pop,Fly,Healthy,"Religious figure","Education/Youth development"
USA,TX,2016,"12        ",Female,17,Right-Handed,160,23,,1,Car,10,.636,,Running/Jogging,1000,600,1000,1000,500,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2014,"12        ",Male,17,Right-Handed,48.3,24,180,1,Bus,"5 ",0.743,54,Basketball,1000,100,500,1000,10,100,25,"Left foot",7,8,"Ring finger",January,Summer,No,No,Meat,"Soft drink (caffeinated)",History,8,5,6,"Yes - other","Text messaging",100,120,35,3,5,20,10,30,35,50,35,10,40,35,Some,"Graduate degree","Rap/Hip hop",Telepathy,Rich,Relative,Health
USA,TX,2023,"12        ",Male,17,Left-Handed,170,10,30,1,Car,"5 ",0.467,42,None,1000,1000,1000,1000,1000,1000,10,"Same length",10,11,"Ring finger",June,Winter,No,No,Poultry,Water,"Computers and technology",7,6,5,"Yes - broadband connection","Text messaging",4,4,10,5,1,20,8,30,30,2,30,2,0,3,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,"Musician or singer","Wildlife, animals"
USA,TX,2018,"12        ",Female,17,Right-Handed,161,24,109,1,Car,7,0.213,50,Cycling,1000,733,299,348,1000,1000,24,"Same length",70,63,"Index finger",January,Fall,Yes,No,"Rice/Noodle dishes",Tea,Art,6,14,6,"Yes - broadband connection","Internet chat or instant messaging",30,30,8,1,4,0,16,36,4,2,50,0,0,0,Some,"Graduate degree",Classical,Fly,Rich,"Sports person",Health
USA,TX,2018,"6         ",Female,11,Right-Handed,157,27,27,2,Car,2,.266,37,Golf,503,299,134,492,909,1000,27,"Same length",70,70,"Same length",June,Winter,No,No,Pizza/Pasta,"Soft drink (caffeinated)",,6,10,4,"Yes - other","Internet chat or instant messaging",60,120,10,5,2,13,2,.5,4,4,10,4,.5,.5,Some,Other,Pop,Fly,Happy,Friend,"International aid"
