"Region	Gender	Handed	Favourite_physical_activity	Importance_reducing_pollution	Birth_month	Beverage	Favorite_School_Subject	Sleep_Hours_Non_Schoolnight	Paid_Work_Hours	Work_At_Home_Hours	Planned_Education_Level"
"VA	Female	Left-Handed	Walking/Hiking	449	January	Water	Art	6	NA	1	Undergraduate_degree"
"VA	Female	Right-Handed	Athletics	NA	July	Water	Music	8	NA	0	Graduate_degree"
"VA	Female	Right-Handed	Athletics	797	July	Tea	English	11	20	0	Graduate_degree"
"VA	Male	Right-Handed	Baseball/Softball	472	April	Milk	History	10	5	2	Some_college"
"VA	Female	Right-Handed	Walking/Hiking	0	May	Water	Languages	8	NA	5	Graduate_degree"
"VA	Male	Right-Handed	Other	100	October	Water	Languages	8	NA	NA	NA"
"VA	Male	Left-Handed	Tennis	1000	May	NA	NA	10	2	10	Graduate_degree"
"VA	Male	Right-Handed	Other	1000	May	Juice	History	NA	NA	3	Graduate_degree"
"VA	Female	Right-Handed	None	782	February	Water	Languages	10	4	4	Graduate_degree"
"VA	Female	Right-Handed	Dancing	1000	November	Water	Music	7	NA	2	Graduate_degree"
"VA	Male	Right-Handed	Martial_Arts	1000	June	Energy_drink	History	8	2	2	Graduate_degree"
"VA	Male	Right-Handed	Soccer	1000	August	Water	Computers_and_technology	NA	25	2	Graduate_degree"
"VA	Male	Right-Handed	Soccer	500	April	Water	Computers_and_technology	4	5	1	Graduate_degree"
"VA	Female	Right-Handed	Other	900	November	Tea	History	5	NA	6	Graduate_degree"
"VA	Male	Right-Handed	Skateboarding/Rollerblading	1000	April	Water	Mathematics_and_statistics	6	NA	4	Undergraduate_degree"
"VA	Female	Right-Handed	Baseball/Softball	1000	December	Water	NA	10	NA	0	Undergraduate_degree"
"VA	Male	Ambidextrous	Basketball	500	October	Water	History	10	4	2	Graduate_degree"
"VA	Female	NA	Dancing	1000	October	Water	Mathematics_and_statistics	9	NA	5	Undergraduate_degree"
"VA	Male	Right-Handed	Golf	550	May	Milk	Computers_and_technology	7	5	5	Graduate_degree"
"VA	Female	NA	Lacrosse	300	September	Water	Languages	10	3	3	Graduate_degree"
"VA	Female	Right-Handed	Walking/Hiking	1000	May	Water	Other	NA	33	15	Graduate_degree"
"VA	Male	Right-Handed	Basketball	626	December	Sports_drink	Computers_and_technology	5	15	1	Graduate_degree"
"VA	Female	Right-Handed	Skateboarding/Rollerblading	NA	March	Water	Physical_education	10	NA	NA	NA"
"VA	Female	Right-Handed	Baseball/Softball	1000	October	Water	History	5	NA	10	Other"
"VA	Male	Right-Handed	Table_Tennis	1000	May	Energy_drink	Mathematics_and_statistics	7.5	40	3	Graduate_degree"
"VA	Male	Right-Handed	Football_(American)	500	May	Water	Science	8	NA	2	Graduate_degree"
"VA	Female	Right-Handed	NA	NA	NA	NA	NA	NA	NA	NA	NA"
"VA	Male	Left-Handed	Skateboarding/Rollerblading	800	December	Tea	NA	9	40	10	Graduate_degree"
"VA	Male	Right-Handed	Soccer	900	September	Water	Mathematics_and_statistics	9	NA	0	Graduate_degree"
"VA	Male	Right-Handed	Football_(American)	700	October	Water	Science	8	24	6	Some_college"
"VA	Male	Right-Handed	Walking/Hiking	850	June	Water	History	6	27	0	Graduate_degree"
"VA	Male	Right-Handed	Walking/Hiking	869	March	Water	History	10	5	0	Graduate_degree"
"VA	Female	Left-Handed	Hockey_(Field)	900	March	Water	History	9	NA	2	Graduate_degree"
"VA	Male	Left-Handed	NA	NA	NA	NA	NA	NA	NA	NA	NA"
"VA	Male	Right-Handed	Cycling	914	February	Juice	Computers_and_technology	8	NA	2	Some_college"
"VA	Male	Right-Handed	Soccer	1000	July	Juice	History	10	3	0	Graduate_degree"
"VA	Male	Right-Handed	Hockey_(Ice)	600	October	Soft_drink_(caffeinated)	Music	8	NA	3	Graduate_degree"
"VA	Female	Right-Handed	Dancing	492	April	Water	Other	8	20	30	Graduate_degree"
"VA	Male	Right-Handed	Athletics	1000	October	Water	Other	8	NA	NA	NA"
"VA	Male	Right-Handed	Basketball	500	August	Water	Physical_education	10	18	1	Graduate_degree"
"VA	Female	Right-Handed	Other	1000	April	Water	Mathematics_and_statistics	8	NA	3	Graduate_degree"
"VA	Male	Right-Handed	Football_(American)	872	October	Water	Science	11	NA	1	Graduate_degree"
"VA	Male	Right-Handed	Running/Jogging	600	March	Water	Computers_and_technology	8	15	15	Graduate_degree"
"VA	Male	Right-Handed	Baseball/Softball	500	January	Water	English	7	2	1	Graduate_degree"
"VA	Male	Right-Handed	Tennis	800	January	Water	Science	10	NA	19	Graduate_degree"
"VA	Male	Right-Handed	Other	214	July	Soft_drink_(caffeinated)	Music	12	NA	2	Some_college"
"VA	Male	Right-Handed	Soccer	1000	June	Juice	Mathematics_and_statistics	NA	NA	0	Undergraduate_degree"
"VA	Female	Right-Handed	Walking/Hiking	1000	February	Water	Science	11	25	4	Graduate_degree"
"VA	Male	Right-Handed	Basketball	765	December	Water	Physical_education	9	NA	NA	Some_college"
"VA	Male	Right-Handed	Running/Jogging	0	June	Water	History	10	NA	1	Undergraduate_degree"
"VA	Female	Left-Handed	Walking/Hiking	740	October	Water	History	8	NA	2	Graduate_degree"
"VA	Female	Right-Handed	Dancing	700	September	Water	English	10	NA	2	Graduate_degree"
"VA	Male	Right-Handed	Skateboarding/Rollerblading	200	October	Water	Art	8	NA	4	Graduate_degree"
"VA	Female	Ambidextrous	Tennis	NA	July	Coffee	Science	9	NA	0	High_school"
"VA	Male	Right-Handed	Running/Jogging	1000	December	Water	History	8	15	7	Graduate_degree"
"VA	Male	Right-Handed	Lacrosse	0	March	Water	Physical_education	9	NA	0	Graduate_degree"
"VA	Female	Right-Handed	Bowling	995	November	Soft_drink_(caffeinated)	Other	9	2	5	NA"
"VA	Male	Right-Handed	Lacrosse	300	April	Water	History	6	20	20	Graduate_degree"
"VA	Male	Ambidextrous	Hockey_(Ice)	300	July	Water	Science	9	7	1	Graduate_degree"
"VA	Male	Right-Handed	Lacrosse	500	March	Sports_drink	History	8	15	2	Graduate_degree"
"VA	Male	Left-Handed	Football_(American)	834	October	Water	Social_studies	9	NA	10	Graduate_degree"
"VA	Male	Right-Handed	Baseball/Softball	NA	February	Juice	Science	12	NA	4	Graduate_degree"
"VA	Male	Right-Handed	Other	1000	July	Water	History	12	8	7	Graduate_degree"
"VA	Female	Right-Handed	Other	750	December	Soft_drink_(caffeinated)	Music	9.5	9	4	Graduate_degree"
"VA	Male	Right-Handed	Baseball/Softball	497	May	Soft_drink_(caffeinated)	Physical_education	10	NA	1	High_school"
"VA	Male	Right-Handed	Baseball/Softball	0	NA	NA	NA	NA	NA	NA	NA"
"VA	Male	Right-Handed	Football_(American)	0	NA	NA	NA	NA	NA	NA	NA"
"VA	Female	Left-Handed	Basketball	700	March	Water	Art	10	NA	4	Graduate_degree"
"VA	Female	Right-Handed	None	999	October	Water	Physical_education	10	20	0	Graduate_degree"
"VA	Male	Right-Handed	Other	500	February	Sports_drink	Mathematics_and_statistics	NA	50	3	Graduate_degree"
"VA	Female	Right-Handed	Dancing	1000	January	Soft_drink_(caffeinated)	Other	8	NA	5	Undergraduate_degree"
"VA	Female	Right-Handed	Other	460	August	Soft_drink_(caffeinated)	Science	NA	NA	1	Undergraduate_degree"
"VA	Female	Right-Handed	Baseball/Softball	700	May	Water	Other	9	NA	1	Graduate_degree"
"VA	Female	Right-Handed	Soccer	900	April	Water	Physical_education	12	NA	3	Graduate_degree"
"VA	Male	Right-Handed	Baseball/Softball	321	June	Water	Physical_education	9	25	0	Graduate_degree"
"VA	Female	Right-Handed	Dancing	358	September	Water	Other	11	10	5	Graduate_degree"
"VA	Female	Ambidextrous	Basketball	1000	April	Water	English	NA	20	0	Undergraduate_degree"
"VA	Male	Ambidextrous	Basketball	750	March	Sports_drink	Mathematics_and_statistics	11	NA	1	Undergraduate_degree"
"VA	Male	Left-Handed	Football_(American)	364	December	Water	English	9	20	9	Graduate_degree"
"VA	Male	Ambidextrous	Soccer	NA	NA	NA	NA	NA	NA	NA	NA"
"VA	Male	Right-Handed	Other	500	February	Soft_drink_(caffeinated)	Other	9	NA	0	Graduate_degree"
"VA	Male	Right-Handed	Running/Jogging	904	September	Water	English	7	NA	1	Undergraduate_degree"
"VA	Male	Right-Handed	Cycling	300	March	Tea	Computers_and_technology	8	8	4	Graduate_degree"
"VA	Male	Right-Handed	Basketball	0	May	Water	History	12	NA	1	Graduate_degree"
"VA	Female	Left-Handed	Athletics	800	June	Water	History	9	NA	5	Graduate_degree"
"VA	Male	Right-Handed	Football_(American)	NA	NA	NA	NA	NA	NA	NA	Graduate_degree"
"VA	Female	Right-Handed	Swimming	100	May	Tea	English	9	9	2	Graduate_degree"
"VA	Female	Right-Handed	Rowing	1000	February	Water	Languages	10	15	3	Graduate_degree"
"VA	Female	Right-Handed	Lacrosse	401	October	Coffee	Science	9	NA	10	Graduate_degree"
"VA	Male	Right-Handed	Baseball/Softball	500	July	Energy_drink	Other	NA	NA	NA	Graduate_degree"
"VA	Female	Left-Handed	Soccer	1000	March	Water	Mathematics_and_statistics	10	NA	27	Graduate_degree"
"VA	Female	Right-Handed	Tennis	600	January	Water	Social_studies	8	10	2	Graduate_degree"
"VA	Male	Left-Handed	Other	877	July	Water	Music	6	NA	2	Graduate_degree"
"VA	Female	Right-Handed	Other	631	June	Water	Music	9	12	0.5	Undergraduate_degree"
"VA	Female	Right-Handed	Dancing	4	June	Water	Music	8	NA	1	Graduate_degree"
"VA	Male	Right-Handed	Running/Jogging	887	November	Water	Social_studies	7	10	1	Some_college"
"VA	Female	Right-Handed	Other	738	December	Water	Languages	9	5	0	Graduate_degree"
"VA	Female	Ambidextrous	Other	615	September	Water	Science	8.5	NA	3	Graduate_degree"
"VA	Male	Right-Handed	Walking/Hiking	700	NA	Water	Social_studies	8	1	1	Graduate_degree"
"VA	Male	Right-Handed	Soccer	0	August	Coffee	History	NA	NA	0	Some_college"
"VA	Male	Right-Handed	Athletics	1000	December	Juice	Physical_education	8	NA	5	Graduate_degree"
"VA	Female	Right-Handed	Other	100	October	Water	Other	8	NA	0	Other"
"VA	Male	Right-Handed	Football_(American)	500	September	Water	Physical_education	9	NA	1	Graduate_degree"
"VA	Male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA"
"VA	Female	Right-Handed	Swimming	820	June	Water	Mathematics_and_statistics	9	NA	2	Undergraduate_degree"
"VA	Male	Right-Handed	Baseball/Softball	21	March	Juice	Physical_education	9	25	NA	Graduate_degree"
"VA	Female	Right-Handed	Athletics	600	September	Juice	Science	10	NA	2	Graduate_degree"
"VA	Female	Right-Handed	Tennis	800	July	Water	History	10	10	5	Graduate_degree"
"VA	Male	Right-Handed	NA	NA	November	Water	Music	10	NA	4	Graduate_degree"
"VA	Male	Right-Handed	Other	1000	June	Tea	History	12	NA	10	Graduate_degree"
"VA	Female	Right-Handed	Athletics	500	June	Water	English	13	NA	5	Graduate_degree"
"VA	Female	Right-Handed	Tennis	1000	May	Water	Mathematics_and_statistics	13	NA	NA	NA"
"VA	Female	Left-Handed	Soccer	1000	October	Water	Science	9	16	0	Graduate_degree"
"VA	Female	Left-Handed	Other	NA	June	Water	Mathematics_and_statistics	9	30	1.5	Other"
"VA	Female	Right-Handed	Dancing	658	January	Water	Mathematics_and_statistics	9	4	6	Graduate_degree"
"VA	Female	Right-Handed	Other	998	December	Water	Music	10	16	24	Other"
"VA	Male	Right-Handed	Baseball/Softball	5	June	Soft_drink_(caffeinated)	History	NA	25	0	Graduate_degree"
"VA	Female	Left-Handed	Tennis	834	May	Water	History	8	NA	4	Graduate_degree"
"VA	Female	Left-Handed	Other	904	October	Water	Science	11	NA	6	Graduate_degree"
"VA	Female	Right-Handed	Lacrosse	500	April	Tea	Other	10	25	2	Graduate_degree"
"VA	Male	Right-Handed	Basketball	NA	May	Water	English	10	30	0	High_school"
"VA	Male	Right-Handed	Other	500	NA	NA	NA	NA	NA	NA	NA"
"VA	Female	Right-Handed	Lacrosse	733	September	Water	English	11	NA	0	Graduate_degree"
"VA	Male	Right-Handed	Basketball	750	October	Water	History	6	NA	4	Undergraduate_degree"
"VA	Male	Right-Handed	Golf	500	March	Soft_drink_(caffeinated)	History	9	24	0	Graduate_degree"
"VA	Female	Right-Handed	Swimming	898	January	Water	Mathematics_and_statistics	10	3	3	Graduate_degree"
"VA	Female	Right-Handed	Running/Jogging	620	October	Water	Science	11	NA	3	Undergraduate_degree"
"VA	Male	Right-Handed	Martial_Arts	100	October	Water	NA	10	NA	NA	NA"
"VA	Male	Right-Handed	Football_(American)	1000	August	Soft_drink_(non-caffeinated)	Physical_education	10	NA	2	Undergraduate_degree"
"VA	Female	Right-Handed	Baseball/Softball	674	February	Water	Science	NA	16	3	Graduate_degree"
"VA	Male	Left-Handed	Tennis	600	March	Milk	Music	10	15	1	Some_college"
"VA	Female	Right-Handed	Swimming	1000	November	Milk	Mathematics_and_statistics	6	NA	3	Graduate_degree"
"VA	Female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA"
"VA	Female	Right-Handed	Soccer	658	May	Water	Physical_education	8	NA	0	Graduate_degree"
"VA	Female	Right-Handed	Swimming	1000	June	Soft_drink_(non-caffeinated)	Art	9	42	3	Undergraduate_degree"
"VA	Female	Right-Handed	Swimming	701	December	Water	Art	9	3	4	Graduate_degree"
"VA	Male	Right-Handed	Tennis	706	February	Water	History	9	NA	4	Graduate_degree"
"VA	Male	Right-Handed	Walking/Hiking	957	March	Water	Mathematics_and_statistics	9.5	NA	2	Graduate_degree"
"VA	Male	Right-Handed	Basketball	800	April	Tea	Science	10	45	5	Some_college"
"VA	Male	Right-Handed	Soccer	1000	March	Water	English	10	NA	NA	Graduate_degree"
"VA	Male	Right-Handed	Baseball/Softball	0	May	Powdered_drink	History	NA	38	20	High_school"
"VA	Male	Right-Handed	Football_(American)	70	March	Sports_drink	Physical_education	8	25	2	Graduate_degree"
"VA	Male	Right-Handed	Basketball	740	December	Sports_drink	History	11	25	16	Some_college"
"VA	Male	Left-Handed	Swimming	759	May	Juice	Science	11	6	2	Graduate_degree"
"VA	Female	Right-Handed	Gymnastics	1000	October	Milk	Art	10	4	5	Graduate_degree"
"VA	Male	Right-Handed	Athletics	877	February	Water	Computers_and_technology	9	NA	4	Undergraduate_degree"
"VA	Female	Right-Handed	Soccer	1000	June	Water	Science	11	40	10	Graduate_degree"
"VA	Female	NA	Other	200	December	Water	Science	8	20	5	Graduate_degree"
"VA	Female	Right-Handed	Soccer	706	January	Water	English	8	NA	2	Some_college"
"VA	Male	Right-Handed	None	1000	August	Water	Mathematics_and_statistics	9	NA	9	Graduate_degree"
"VA	Female	Right-Handed	Skateboarding/Rollerblading	1000	January	Water	Art	12	NA	2	Graduate_degree"
"VA	Female	Right-Handed	Walking/Hiking	750	October	Water	Music	9	NA	0	Graduate_degree"
"VA	Female	Right-Handed	None	615	August	Juice	Art	12	8	1	Graduate_degree"
"VA	Female	Right-Handed	Dancing	400	November	Juice	English	10	NA	7	Graduate_degree"
"VA	Male	Right-Handed	Football_(American)	NA	July	Water	Computers_and_technology	6	NA	NA	Some_college"
"VA	Female	Right-Handed	Swimming	800	December	Water	Art	9	15	2	Graduate_degree"
"VA	Female	Left-Handed	Tennis	786	September	Water	Science	9	NA	5	Graduate_degree"
"VA	Female	Right-Handed	Walking/Hiking	500	April	Water	Science	8	NA	3	Graduate_degree"
"VA	Male	Right-Handed	Soccer	340	September	Water	Physical_education	8	NA	NA	Undergraduate_degree"
"VA	Female	Right-Handed	Soccer	900	August	Water	Mathematics_and_statistics	9	2	0.3	Graduate_degree"
"VA	Male	Right-Handed	Walking/Hiking	487	May	Water	Social_studies	8	NA	NA	NA"
"VA	Male	Right-Handed	Soccer	500	June	Water	Physical_education	10	NA	2	Other"
"VA	Female	Right-Handed	Swimming	636	January	Water	Science	9	10	3	Graduate_degree"
"VA	Female	Right-Handed	Tennis	500	May	Water	Social_studies	9	20	2	Graduate_degree"
"VA	Female	Right-Handed	Hockey_(Field)	700	June	Water	Art	10	NA	3	Undergraduate_degree"
"VA	Female	Right-Handed	Hockey_(Field)	1000	April	Water	Science	8	7	6	Graduate_degree"
"VA	Male	Left-Handed	Rowing	695	March	Water	History	9	NA	4	Graduate_degree"
"VA	Female	Right-Handed	Walking/Hiking	1000	June	Tea	History	NA	NA	0	Undergraduate_degree"
"VA	Female	Right-Handed	Tennis	0	December	Water	English	8	NA	1	Graduate_degree"
"VA	Female	Right-Handed	Swimming	556	November	Water	Other	12	NA	7	Other"
"VA	Female	Right-Handed	Soccer	1000	July	Soft_drink_(caffeinated)	Other	7	NA	5	Other"
"VA	Female	Right-Handed	Other	1000	August	Water	Mathematics_and_statistics	8	NA	4	Graduate_degree"
"VA	Female	Right-Handed	Dancing	845	January	Water	History	10	5	3	Graduate_degree"
"VA	Female	Right-Handed	Hockey_(Field)	936	October	Water	Mathematics_and_statistics	6	NA	5	Some_college"
"VA	Female	Right-Handed	Cycling	203	October	Water	Mathematics_and_statistics	9	NA	1	Graduate_degree"
"VA	Male	Right-Handed	Soccer	800	July	Water	Physical_education	6	1	3	Some_college"
"VA	Male	Right-Handed	Soccer	1000	February	Water	Computers_and_technology	9	15	3	Graduate_degree"
"VA	Male	Ambidextrous	Basketball	569	February	Juice	English	5	NA	NA	Graduate_degree"
"VA	Male	Right-Handed	Soccer	1000	July	Sports_drink	History	10	20	10	Undergraduate_degree"
"VA	Male	Right-Handed	Basketball	968	January	Water	History	10	NA	NA	NA"
"VA	Male	Ambidextrous	Basketball	539	December	Milk	Music	NA	40	8	Some_college"
"VA	Male	Right-Handed	Soccer	1000	August	Water	Computers_and_technology	NA	25	2	Graduate_degree"
"VA	Female	Right-Handed	Other	642	November	Tea	Art	7	NA	3	Undergraduate_degree"
"VA	Male	Right-Handed	Running/Jogging	900	August	Water	History	9	NA	3	Graduate_degree"
"VA	Male	Left-Handed	Hockey_(Ice)	626	November	Tea	Computers_and_technology	8	NA	3	High_school"
"VA	Female	Right-Handed	Soccer	1000	January	Water	Art	7	1	4	Graduate_degree"
"VA	Female	Right-Handed	Gymnastics	800	February	Juice	Mathematics_and_statistics	11	NA	NA	NA"
"VA	Female	Right-Handed	Swimming	807	November	Water	Science	9	NA	2	Graduate_degree"
"VA	Female	Right-Handed	Bowling	500	August	Tea	English	10	NA	4	High_school"
"VA	Male	Right-Handed	Baseball/Softball	750	November	Water	Art	8	NA	2	Graduate_degree"
"VA	Male	Right-Handed	Other	500	April	Water	Other	12	4	2	Graduate_degree"
"VA	Female	Right-Handed	Swimming	829	June	Water	Art	9	5	5	Graduate_degree"
"VA	Female	Right-Handed	None	900	November	Water	Science	9	NA	3	Graduate_degree"
"VA	Female	Right-Handed	Walking/Hiking	300	October	Tea	English	8	42	5	Graduate_degree"
"VA	Female	NA	Running/Jogging	800	April	Tea	Science	10	NA	7	Graduate_degree"
"VA	Male	Right-Handed	Soccer	500	March	Water	History	12	1	0	Graduate_degree"
"VA	Female	Right-Handed	Swimming	900	August	Water	English	8	6	2	Graduate_degree"
"VA	Female	Right-Handed	Other	100	August	Water	Other	7	6	2	Graduate_degree"
"VA	Male	Right-Handed	Swimming	824	January	Water	Computers_and_technology	10	30	2	Some_college"
"VA	Male	Ambidextrous	None	750	March	Juice	Science	13	10	3	Graduate_degree"
"VA	Male	Right-Handed	Hockey_(Ice)	825	December	Water	History	9	NA	1	Undergraduate_degree"
"VA	Male	Right-Handed	Football_(American)	999	April	Water	Computers_and_technology	8	NA	2	Graduate_degree"
"VA	Female	Left-Handed	Tennis	834	NA	NA	NA	NA	NA	NA	NA"
"VA	Male	Right-Handed	Soccer	900	December	Soft_drink_(non-caffeinated)	English	10	NA	0	Undergraduate_degree"
"VA	Female	Right-Handed	Basketball	0	October	Water	History	9	3	0	Some_college"
"VA	Male	Right-Handed	Other	2	February	Tea	History	5	14	14	Undergraduate_degree"
"VA	Female	Right-Handed	Bowling	1000	June	Water	Music	9	NA	1	Graduate_degree"
"VA	Female	Right-Handed	Hockey_(Field)	754	January	Water	History	9	NA	5	Graduate_degree"
"VA	Female	Right-Handed	Gymnastics	800	October	Water	Science	11	NA	7	Graduate_degree"
"VA	Male	Left-Handed	Soccer	50	August	Water	Other	10	2	4	Undergraduate_degree"
"VA	Female	Right-Handed	Other	NA	July	Juice	History	8	NA	NA	Graduate_degree"
"VA	Male	Right-Handed	Running/Jogging	500	June	Soft_drink_(caffeinated)	Physical_education	5	30	5	High_school"
"VA	Female	Right-Handed	Dancing	1000	July	Water	Art	10	1	8	Undergraduate_degree"
"VA	Female	Right-Handed	Other	610	March	Water	Mathematics_and_statistics	NA	4	3	Graduate_degree"
"VA	Female	Right-Handed	Other	500	May	Sports_drink	History	4	NA	2	High_school"
"VA	Female	Right-Handed	Other	727	July	Water	Languages	9.5	2	2	Graduate_degree"
"VA	Female	Right-Handed	Other	364	April	Other	Other	10	NA	2	Some_college"
"VA	Female	Right-Handed	Dancing	900	August	Water	Art	12	0.5	1	Graduate_degree"
"VA	Female	Right-Handed	Walking/Hiking	540	June	Water	Art	5	20	5	Graduate_degree"
"VA	Female	Right-Handed	Swimming	500	July	Water	Mathematics_and_statistics	10	NA	0	Undergraduate_degree"
"VA	Male	Right-Handed	Baseball/Softball	487	March	Water	History	9	15	2	Graduate_degree"
"VA	Male	Right-Handed	Baseball/Softball	500	July	Tea	History	9	20	3	Graduate_degree"
"VA	Male	Right-Handed	Other	963	September	Water	History	10	NA	7	Graduate_degree"
"VA	Female	Right-Handed	Dancing	900	July	Water	Science	9	NA	3.5	Some_college"
"VA	Female	Right-Handed	Dancing	727	November	Water	Physical_education	8	NA	0	Graduate_degree"
"VA	Male	Right-Handed	Basketball	700	April	Juice	Social_studies	10	NA	5	Graduate_degree"
"VA	Male	Right-Handed	NA	NA	NA	NA	NA	NA	NA	NA	NA"
"VA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA"
"VA	Female	Right-Handed	Running/Jogging	NA	February	Water	Physical_education	8	10	8	Graduate_degree"
"VA	Female	Right-Handed	Running/Jogging	1000	October	Water	English	12	NA	2	Graduate_degree"
"VA	Male	Right-Handed	Soccer	NA	July	Juice	Science	12	NA	NA	NA"
"VA	Male	Right-Handed	Soccer	700	March	Water	History	10	10	1	Graduate_degree"
"VA	Male	Right-Handed	Other	620	September	Powdered_drink	Physical_education	4	NA	2	Some_college"
"VA	Female	Right-Handed	Baseball/Softball	706	November	Soft_drink_(caffeinated)	Other	NA	35	0	Some_college"
"VA	Male	Right-Handed	Soccer	508	April	Water	Music	NA	12	5	Undergraduate_degree"
"VA	Male	Right-Handed	Basketball	700	May	Soft_drink_(caffeinated)	Science	10	10	2	Graduate_degree"
"VA	Female	Right-Handed	Skateboarding/Rollerblading	722	April	Coffee	Art	NA	NA	5	Graduate_degree"
"VA	Female	Right-Handed	Soccer	882	June	Water	Music	5	NA	1	Graduate_degree"
"VA	Male	Right-Handed	Running/Jogging	134	March	Water	Mathematics_and_statistics	5	NA	0	Undergraduate_degree"
"VA	Female	Right-Handed	Walking/Hiking	500	November	Water	Science	8	30	10	Graduate_degree"
"VA	Male	Right-Handed	Other	500	February	Soft_drink_(caffeinated)	Other	9	NA	0	Graduate_degree"
"VA	Male	Right-Handed	None	683	October	Water	Art	7	NA	3	Graduate_degree"
"VA	Female	Right-Handed	Dancing	600	May	Water	History	9	2	2	Graduate_degree"
"VA	Male	Right-Handed	Other	658	March	Soft_drink_(caffeinated)	Mathematics_and_statistics	12	NA	0	Graduate_degree"
"VA	Male	Right-Handed	Football_(American)	470	March	Water	Science	7.4	NA	2	Undergraduate_degree"
"VA	Male	Right-Handed	Martial_Arts	818	July	Water	History	10	NA	1	Graduate_degree"
"VA	Male	Right-Handed	Walking/Hiking	75	August	Water	History	5	NA	20	Graduate_degree"
"VA	Male	Right-Handed	Basketball	800	May	Water	History	8	21	3	Graduate_degree"
"VA	Female	Right-Handed	Swimming	900	July	Water	Mathematics_and_statistics	12	NA	5	Graduate_degree"
"VA	Male	Right-Handed	None	1000	October	Water	Mathematics_and_statistics	7	NA	1	Graduate_degree"
"VA	Male	Right-Handed	Basketball	1000	March	NA	Mathematics_and_statistics	12	19	2	Graduate_degree"
"VA	Male	Left-Handed	Baseball/Softball	500	NA	NA	NA	NA	NA	NA	NA"
"VA	Female	Right-Handed	Walking/Hiking	900	December	Water	Science	9	20	NA	Undergraduate_degree"
"VA	Male	Right-Handed	Golf	648	December	Water	History	12	32	7	Some_college"
"VA	Male	Right-Handed	Walking/Hiking	100	February	Water	History	8	10	6	Graduate_degree"
"VA	Male	Right-Handed	Athletics	600	December	Water	Mathematics_and_statistics	10	NA	2	Graduate_degree"
"VA	Male	Right-Handed	Other	500	February	Soft_drink_(caffeinated)	Other	9	NA	0	Graduate_degree"
"VA	Male	Right-Handed	Hockey_(Ice)	750	August	Water	Social_studies	9	NA	2	Graduate_degree"
"VA	Male	Right-Handed	Martial_Arts	503	September	Water	Science	9	NA	1	Graduate_degree"
"VA	Male	Left-Handed	Baseball/Softball	500	January	Water	Mathematics_and_statistics	8	20	7	Some_college"
"VA	Female	Left-Handed	Dancing	1000	May	Water	Science	9	7	4	Undergraduate_degree"
